HORA,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,SUCURSAL
0,0.05,0.0694444444444444,0.0952380952380952,0.087248322147651,0.0214285714285714,0.046875,0.0760869565217391,AMAZON
1,0.0409090909090909,0.0555555555555555,0.0793650793650793,0.0604026845637583,0.05,0.078125,0.108695652173913,AMAZON
2,0.0545454545454545,0.0879629629629629,0.0846560846560846,0.0536912751677852,0.1214285714285714,0.078125,0.0652173913043478,AMAZON
3,0.0636363636363636,0.074074074074074,0.0687830687830687,0.0536912751677852,0.0714285714285714,0.046875,0.0326086956521739,AMAZON
4,0.0363636363636363,0.0879629629629629,0.0793650793650793,0.0536912751677852,0.0785714285714285,0.03125,0.0326086956521739,AMAZON
5,0.0363636363636363,0.0555555555555555,0.037037037037037,0.0402684563758389,0.0285714285714285,0.0078125,0.0108695652173913,AMAZON
6,0.0272727272727272,0.0231481481481481,0.0158730158730158,0.0402684563758389,0.0357142857142857,0.0390625,0.0434782608695652,AMAZON
7,0.0181818181818181,0.0138888888888888,0.0158730158730158,0.0067114093959731,,,,AMAZON
8,0.0181818181818181,,0.0052910052910052,,0.0071428571428571,0.0078125,0.0217391304347826,AMAZON
9,0.0045454545454545,,0.0052910052910052,0.0067114093959731,0.0071428571428571,0.015625,0.0108695652173913,AMAZON
10,,0.0046296296296296,0.0052910052910052,0.0067114093959731,,,,AMAZON
11,,,0.0052910052910052,,0.0142857142857142,,,AMAZON
12,0.0045454545454545,0.0046296296296296,0.0052910052910052,,,,,AMAZON
13,0.0318181818181818,0.0046296296296296,0.0211640211640211,0.0536912751677852,0.0214285714285714,0.03125,,AMAZON
14,0.0227272727272727,0.0231481481481481,0.0264550264550264,0.0536912751677852,0.0285714285714285,0.0390625,0.0217391304347826,AMAZON
15,0.0409090909090909,0.0416666666666666,0.0423280423280423,0.0402684563758389,0.0357142857142857,0.0390625,0.0543478260869565,AMAZON
16,0.0318181818181818,0.0694444444444444,0.0476190476190476,0.0402684563758389,0.1,0.078125,0.0434782608695652,AMAZON
17,0.0772727272727272,0.0879629629629629,0.0582010582010582,0.0671140939597315,0.0642857142857142,0.0703125,0.0434782608695652,AMAZON
18,0.0454545454545454,0.0555555555555555,0.0476190476190476,0.0604026845637583,0.05,0.078125,0.0760869565217391,AMAZON
19,0.0545454545454545,0.037037037037037,0.0793650793650793,0.0604026845637583,0.0571428571428571,0.03125,0.0760869565217391,AMAZON
20,0.0909090909090909,0.037037037037037,0.0423280423280423,0.0402684563758389,0.05,0.078125,0.108695652173913,AMAZON
21,0.0681818181818181,0.0462962962962962,0.0476190476190476,0.0536912751677852,0.0714285714285714,0.0625,0.0652173913043478,AMAZON
22,0.1045454545454545,0.037037037037037,0.0264550264550264,0.0604026845637583,0.0428571428571428,0.0859375,0.0543478260869565,AMAZON
23,0.0772727272727272,0.0833333333333333,0.0582010582010582,0.0604026845637583,0.0428571428571428,0.0546875,0.0543478260869565,AMAZON
0,0.0114971257185703,0.0153098420413122,0.0142541164905382,0.0145922746781115,0.0125298329355608,0.0133242227536727,0.0152359717577108,MERCADOLIBRE
1,0.005498625343664,0.0077764277035236,0.0090931432784467,0.0057224606580829,0.0074582338902147,0.0126409292791253,0.0074321813452248,MERCADOLIBRE
2,0.0039990002499375,0.0036452004860267,0.0027033669206193,0.0045779685264663,0.0071599045346062,0.0044414075845575,0.0044593088071348,MERCADOLIBRE
3,0.0024993751562109,0.0019441069258809,0.0017203244040304,0.0031473533619456,0.0032816229116945,0.0027331738981892,0.0037160906726124,MERCADOLIBRE
4,0.0009997500624843,0.0024301336573511,0.0027033669206193,0.0022889842632331,0.0029832935560859,0.0027331738981892,0.0022296544035674,MERCADOLIBRE
5,0.0034991252186953,0.0058323207776427,0.0041779306955025,0.0060085836909871,0.0047732696897374,0.0051247010591048,0.0026012634708286,MERCADOLIBRE
6,0.0074981254686328,0.0099635479951397,0.0137625952322437,0.009728183118741,0.0098448687350835,0.0092244619063887,0.0066889632107023,MERCADOLIBRE
7,0.0177455636090977,0.0213851761846901,0.0231014991398378,0.0268955650929899,0.0229713603818615,0.0215237444482405,0.0126347082868822,MERCADOLIBRE
8,0.034491377155711,0.0349939246658566,0.0356352912263455,0.0349070100143061,0.0417661097852028,0.04202254868466,0.0274990709773318,MERCADOLIBRE
9,0.0464883779055236,0.0546780072904009,0.0538215777832391,0.059799713876967,0.0534009546539379,0.0495387769046805,0.0419918246005202,MERCADOLIBRE
10,0.0637340664833791,0.0546780072904009,0.0616859179159498,0.0669527896995708,0.0668257756563245,0.0649128800819952,0.0505388331475288,MERCADOLIBRE
11,0.0709822544363909,0.0692588092345079,0.0720078643401327,0.0746781115879828,0.0763723150357995,0.0734540485138366,0.0553697510219249,MERCADOLIBRE
12,0.0772306923269182,0.078007290400972,0.0737281887441631,0.0786838340486409,0.0769689737470167,0.0792620430474888,0.0613154960981047,MERCADOLIBRE
13,0.0742314421394651,0.067557715674362,0.0820840501351683,0.0709585121602289,0.0739856801909307,0.0925862658011616,0.0575994054254923,MERCADOLIBRE
14,0.0664833791552112,0.0726609963547995,0.0614401572868026,0.0663805436337625,0.0775656324582338,0.0587632388110693,0.0579710144927536,MERCADOLIBRE
15,0.0654836290927268,0.0605103280680437,0.0641435242074219,0.0589413447782546,0.0575775656324582,0.057055005124701,0.0720921590486807,MERCADOLIBRE
16,0.0622344413896525,0.0646415552855407,0.0579995084787417,0.0580829756795422,0.0599642004773269,0.0638879398701742,0.060200668896321,MERCADOLIBRE
17,0.0707323169207698,0.054921020656136,0.0599655935119193,0.059799713876967,0.0581742243436754,0.0512470105910488,0.0694908955778521,MERCADOLIBRE
18,0.0617345663584103,0.0634264884568651,0.0638977635782747,0.0589413447782546,0.0596658711217183,0.0584215920737956,0.0654031958379784,MERCADOLIBRE
19,0.0622344413896525,0.0626974483596597,0.0614401572868026,0.055793991416309,0.0545942720763723,0.0573966518619747,0.0728353771832032,MERCADOLIBRE
20,0.0629842539365158,0.0609963547995139,0.0555419021872696,0.0592274678111588,0.0560859188544152,0.0488554834301332,0.0717205499814195,MERCADOLIBRE
21,0.0519870032491877,0.0592952612393681,0.0570164659621528,0.0546494992846924,0.0525059665871121,0.0529552442774171,0.072463768115942,MERCADOLIBRE
22,0.0482379405148712,0.0478736330498177,0.042025067584173,0.0426323319027181,0.0393794749403341,0.0519303040655961,0.0668896321070234,MERCADOLIBRE
23,0.0274931267183204,0.0255164034021871,0.0260506266896043,0.0266094420600858,0.0241646778042959,0.025965152032798,0.041620215533259,MERCADOLIBRE
0,0.0198486122792262,0.0253824172129769,0.0219267955801104,0.0244897959183673,0.0306650736758263,0.0382211538461538,0.0302204607381719,INTERNET
1,0.0127838519764508,0.0141200201714573,0.0129488950276243,0.0133580705009276,0.015531660692951,0.01875,0.019321278176864,INTERNET
2,0.0079058031959629,0.0094133467809715,0.0074240331491712,0.0079777365491651,0.008363201911589,0.0110576923076923,0.0094129303938568,INTERNET
3,0.0040370058873002,0.0067238191292654,0.0046616022099447,0.0061224489795918,0.0063719633612106,0.0055288461538461,0.0074312608372553,INTERNET
4,0.0016820857863751,0.0047066733904857,0.0025897790055248,0.0033395176252319,0.0033851055356431,0.0045673076923076,0.0034679217240525,INTERNET
5,0.0025231286795626,0.0036981005210959,0.0012085635359116,0.0025974025974025,0.0039824771007566,0.0050480769230769,0.0029725043349021,INTERNET
6,0.0048780487804878,0.0057152462598756,0.0039709944751381,0.0050092764378478,0.0063719633612106,0.007451923076923,0.0047064651969284,INTERNET
7,0.008915054667788,0.0115985879979828,0.012085635359116,0.0111317254174397,0.01194743130227,0.0091346153846153,0.0099083477830071,INTERNET
8,0.0173254835996635,0.0247100353000504,0.0214088397790055,0.0233766233766233,0.027479091995221,0.0288461538461538,0.0190735694822888,INTERNET
9,0.0386879730866274,0.0371491006891914,0.0416091160220994,0.0389610389610389,0.0364396654719235,0.0370192307692307,0.026257121624969,INTERNET
10,0.0608915054667788,0.0534543620776601,0.0592196132596685,0.0521335807050092,0.0595380326563122,0.05,0.0376517215754272,INTERNET
11,0.0677880571909167,0.0694234325096654,0.068024861878453,0.073469387755102,0.0742731979291119,0.065625,0.0522665345553628,INTERNET
12,0.0726661059714045,0.0754748697260043,0.0733770718232044,0.0777365491651206,0.0810434090003982,0.0745192307692307,0.06217488233837,INTERNET
13,0.0772077375946173,0.0707681963355185,0.0697513812154696,0.0716141001855287,0.0706889685384309,0.0725961538461538,0.0775328214020312,INTERNET
14,0.064592094196804,0.0675743822491174,0.068542817679558,0.0697588126159554,0.069295101553166,0.0697115384615384,0.057963834530592,INTERNET
15,0.0617325483599663,0.0561438897293662,0.0638812154696132,0.0582560296846011,0.0649143767423337,0.06875,0.0609363388654941,INTERNET
16,0.0694701429772918,0.0653891410321062,0.0681975138121546,0.061595547309833,0.0605336519315013,0.0579326923076923,0.0624225910329452,INTERNET
17,0.064592094196804,0.0618591359892418,0.0643991712707182,0.0673469387755102,0.0661091198725607,0.0598557692307692,0.0589546693088927,INTERNET
18,0.0617325483599663,0.0632038998150949,0.0642265193370165,0.0653061224489796,0.0635205097570689,0.0569711538461538,0.0624225910329452,INTERNET
19,0.0605550883095037,0.0613548495545469,0.0595649171270718,0.0619666048237476,0.0569494225408203,0.0572115384615384,0.0792667822640574,INTERNET
20,0.0585365853658536,0.0613548495545469,0.0593922651933701,0.0641929499072356,0.054958183990442,0.0524038461538461,0.0740648996779786,INTERNET
21,0.0634146341463414,0.052109598251807,0.054903314917127,0.0545454545454545,0.0505774591796097,0.0519230769230769,0.0671290562298736,INTERNET
22,0.0548359966358284,0.0546310304252815,0.0540400552486187,0.046938775510204,0.0398247710075667,0.05,0.0619271736437948,INTERNET
23,0.0433978132884777,0.0440410152966885,0.0426450276243093,0.0387755102040816,0.0372361608920748,0.046875,0.052514243249938,INTERNET
0,0.0271152459992655,0.036712234566244506,0.04380633576958127,0.042110130914709935,0.021541159346652832,0.03280679219994217,0.040514463005873934,TOTAL CADENA
1,0.01973052274306857,0.025817334476845467,0.0338023725570501,0.026494405240922937,0.024329964861055237,0.036505309759708435,0.045149703898667265,TOTAL CADENA
2,0.0221500859971183,0.03367383674332037,0.03159449490862503,0.022082326747805536,0.045650559291588864,0.031208033297416598,0.026363210168446463,TOTAL CADENA
3,0.023390914893291568,0.0275806667097401,0.025054998465681266,0.020987025836440867,0.027027385900492164,0.018379006684011767,0.014585349054013867,TOTAL CADENA
4,0.013015157404165234,0.03169992333693323,0.028219408430407805,0.01977325901875007,0.028313275887719164,0.0128501605301656,0.012768757259931264,TOTAL CADENA
5,0.014128630087298066,0.021695325618098033,0.014141177089483701,0.01629148088807617,0.012442391787307501,0.005995092660727233,0.005481111007707334,TOTAL CADENA
6,0.0132163005072826,0.012942314134387798,0.011202201860132535,0.018335305310809232,0.017310372603526598,0.01857962832777057,0.0182912297590653,TOTAL CADENA
7,0.014947478819567933,0.015624217690520567,0.017020050123989865,0.0149128999688009,0.01745939584206575,0.0153291799164279,0.01127152803494465,TOTAL CADENA
8,0.023332892979064202,0.0298519799829535,0.020778378765452066,0.0291418166954647,0.0254626863077603,0.026227067510271266,0.0227705902981344,TOTAL CADENA
9,0.029907268512535168,0.04591355398979615,0.03357389969878124,0.03515738741132634,0.0323278257562395,0.0340610025579704,0.026372837147626834,TOTAL CADENA
10,0.06231278597507896,0.0375873329992302,0.04206551215554116,0.04193259326685104,0.06318190415631834,0.0574564400409976,0.044095277361478,TOTAL CADENA
11,0.0693851558136538,0.06934112087208666,0.04844124383653029,0.0740737496715424,0.05497707575020853,0.06953952425691831,0.05381814278864385,TOTAL CADENA
12,0.05148075094792574,0.05270392991886863,0.05079875528612423,0.07821019160688075,0.07900619137370746,0.07689063690835975,0.06174518921823735,TOTAL CADENA
13,0.06108578718408806,0.04765184721317003,0.05766648417155299,0.0654212958378476,0.05536774005264433,0.0654774732157718,0.06756611341376176,TOTAL CADENA
14,0.0512675820264293,0.054461175584021665,0.05214600047379567,0.0632768771391677,0.05847738752760943,0.05584575909086923,0.04589132648604274,TOTAL CADENA
15,0.05604175612059467,0.052773628154692165,0.05678426066835914,0.05248861027956486,0.05273540936302586,0.054955835041567,0.06245877466704377,TOTAL CADENA
16,0.05450758872837538,0.06649171358736378,0.057938689969981305,0.0533156597884047,0.07349928413627606,0.06664854405928884,0.055367173599610464,TOTAL CADENA
17,0.070865712796767,0.06824770653611358,0.06085527432789856,0.06475358220406957,0.06285635283398343,0.060471759940605996,0.05730794191877,TOTAL CADENA
18,0.05630722005764067,0.060728647942505175,0.05858111017811293,0.0615500505969975,0.0577287936262624,0.0645059153066498,0.0679709144642209,TOTAL CADENA
19,0.05911166141487023,0.053696444983747864,0.06679005125965123,0.0593877602679383,0.056228850586683234,0.048619396774504366,0.07606303865633322,TOTAL CADENA
20,0.07080997673715343,0.0531294137970326,0.052420736569560665,0.05456295803141111,0.0536813676149524,0.059794776527993095,0.08482703394443702,TOTAL CADENA
21,0.06119448519244906,0.052567051929157095,0.05317960949944247,0.054295409665977366,0.0581706657317644,0.055792773733498,0.0682700718833878,TOTAL CADENA
22,0.06920646389871804,0.04651390017071207,0.04084004976260603,0.0499912639922268,0.0406871296016812,0.0626226013551987,0.061054877279258235,TOTAL CADENA
23,0.0493878890931751,0.0509635840107363,0.04229890417165727,0.041929212275975236,0.03475266051783784,0.042509217344266,0.04949409495671783,TOTAL CADENA
